Status,Identified_Countries,Title,Affiliations,Address,Country,Location,Author,Publication Year
✅ Identified,Brazil,Do Deep Learning Models Generalize Facial Emotion Recognition in Different Age Groups?,Coordenação de Aperfeicoamento de Pessoal de Nível Superior; Universidade Federal do Rio Grande do Sul,Serviço Federal de Processamento de Dados (SERPRO); Universidade Federal do Rio Grande do Sul (UFRGS),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Neusa Liberato Evangelista, Thiago Lopes Trugillo da Silveira",2026.0
✅ Identified,Brazil,Exploring Topic Modeling in Short Texts from Social Media,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina (UFSC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ian Macedo Maiwald Santos, Luciana de Oliveira Rech, Ricardo Moraes",2026.0
✅ Identified,Brazil,Transformers or Not,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina (UFSC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Pedro Luiz Henriques Benedetti, Marcelo Ricardo Stemmer",2026.0
✅ Identified,Brazil,NOPL - Improvements in the Language and its Compiler for the Notification Oriented Paradigm,Universidade Tecnológica Federal do Paraná,Universidade Tecnológica Federal do Paraná; Universidade Tecnológica Federal do Paraná (UTFPR),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Fernando Schütz, Adriano F. Ronszcka, João Alberto Fabro, Jean Marcelo Simão",2025.0
✅ Identified,Brazil,Hybrid Convolutional Neural Network on Fault Detection in Electroluminescence Images of Photovoltaic Cells,Universidade Federal do Ceará,Federal University of Ceará (UFC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Alan Marques da Rocha, Marcelo Marques Simões de Souza, Carlos Alexandre Rolim Fernandes",2025.0
✅ Identified,"Brazil, Norway",An Ontology of Tobacco Production: Enriching Large Language Model-based Decision Support,Archer (Norway); Hospital Universitário da Universidade de São Paulo; Instituto Tecnológico de Aeronáutica,Aeronautics Institute of Technology (ITA); Renato Archer Information Technology Center (CTI); University of São Paulo (USP),BR; NO,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luis Felipe Medeiro Alves, José Maria Parente de Oliveira, Rodrigo Bonacin, Ferrucio de Franco Rosa",2025.0
✅ Identified,"India, United States",Hybrid Machine Learning Model for Cache Performance Prediction and Design Space Exploration,Gujarat Technological University; LDS Business College; National Forensic Sciences University,Gujarat Technological University (GTU); L. D. College of Engineering (LDCE); National Forensic Sciences University (NFSU),IN; US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Hetal V. Dave, Nirali A. Kotak, Jay B. Teraiya",2025.0
✅ Identified,Brazil,Machine Learning and Explainable Artificial Intelligence in Carbon Nanotubes Predictions,Universidade Estadual do Centro-Oeste,Universidade Estadual do Centro-Oeste (UNICENTRO),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Moacir Guedes Oliveira, Carolina Paula Almeida, Sandra M. Venske",2026.0
✅ Identified,"Brazil, Mexico",Cognitive Modeling and its Applications in Industry:,Mathematics Research Center; Serviço Nacional de Aprendizagem Industrial; Universidade Federal da Bahia; Universidade SENAI CIMATEC,SENAI CIMATEC; Universidade Federal da Bahia (UFBA),BR; MX,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Sérgio Santos Silva, Lynn Rosalina Gama Alves",2026.0
✅ Identified,France,Synergizing CNNs and ViTs,Institut National des Sciences Appliquées de Lyon; University of Sfax,"University of Sfax; University of Sfax, INSA de Lyon",FR; TN,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Sonia Bouzidi, Ghazala Hcini, Imen Jdey, Fadoua Drira",2026.0
✅ Identified,Brazil,Evaluating Contactless Fingerprint Segmentation for Interoperable Biometric Identification Systems,Coordenação de Aperfeicoamento de Pessoal de Nível Superior; Universidade Federal de Santa Maria,Serviço Federal de Processamento de Dados (SERPRO); Universidade Federal de Santa Maria (UFSM),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Euclides Napoleão Arcoverde Neto, Thiago Lopes Trugillo da Silveira",2026.0
✅ Identified,Brazil,Analyzing Code Commits Addressing Vulnerabilities in the Android Project,Universidade Federal de Pernambuco; Universidade Federal do Agreste de Pernambuco,Universidade Federal do Agreste de Pernambuco (UFAPE),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Marcelino Weigmar Duarte BARROS, Gustavo Torres, Rodrigo Andrade",2026.0
✅ Identified,Brazil,A Systematic Literature Review of Autonomous Line-Following Robots using Reinforcement Learning,Federal Institute of São Paulo,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (IFSP)",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Matheus Amorim Pereira, Hianna Araujo dos Reis Soares, S ́ ́érgio R. Barros dos Santos, Ricardo Pires",2026.0
✅ Identified,Brazil,Improving the Resilience of Smart City Systems During Network Outage,Universidade Tecnológica Federal do Paraná,Universidade Tecnológica Federal do Paraná (UTFPR),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Leidmar Magnus Festa, Daniel Fernando Pigatto, Luiz Gomes-Jr",2026.0
✅ Identified,Brazil,Combining Complex Networks and Multi-level Local Binary Patterns for Texture Analysis,Universidade Federal de São Carlos,Universidade Federal de São Carlos (UFSCar),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,André Ricardo Backes,2026.0
✅ Identified,Brazil,PSO-based Client Selection to Improve Medical Image Classification in Federated Learning,Universidade Federal de São Carlos; Universidade Federal de Uberlândia; Universidade Federal de Viçosa,Universidade Federal de São Carlos (UFSCar); Universidade Federal de Uberlândia (UFU); Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lara Cristina Evaristo Rodrigues, Larissa Ferreira Rodrigues Moreira, Rodrigo Moreira, André Ricardo Backes",2026.0
✅ Identified,Brazil,Ensemble of Handcrafted and Learned Features using a Lightweight CNN for Colorectal Cancer Classification,Universidade Federal de São Carlos; Universidade Federal de Viçosa,Universidade Federal de São Carlos (UFSCar); Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Larissa Ferreira Rodrigues Moreira, André Ricardo Backes",2026.0
✅ Identified,Brazil,Federated Learning on Non-IID Environmental Images for Enhanced Wildfire Surveillance,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Elisa Ribeiro Gonçalves, Emanuel Teixeira Martins, Rodrigo Moreira, Larissa Ferreira Rodrigues Moreira",2026.0
✅ Identified,Brazil,Graph-Based Nearest Centroid for Image Classification,Universidade Federal de São Carlos,Universidade Federal de São Carlos (UFSCar),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Alexandre L. M. Levada,2026.0
✅ Identified,Brazil,Efficient Pothole Segmentation Using Quantization and Pruning for ADAS,Hospital Universitário da Universidade de São Paulo; Universidade Estadual Paulista (Unesp),Universidade Estadual Paulista (Unesp); Universidade de São Paulo (USP),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"William D’Abruzzo Martins, Fernando Santos Osório, Diego Renan Bruno",2026.0
✅ Identified,Brazil,Cross-Validation Deep Learning for Breast Cancer Detection Using DMR-IR Infrared Images,Universidade Federal de São Carlos; Universidade Federal de Uberlândia,Universidade Federal de São Carlos (UFSCar); Universidade Federal de Uberlândia (UFU),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Renata dos Santos Melo, Henrique Fernandes, André Ricardo Backes",2026.0
✅ Identified,Japan,Classifying Synthetic Facial Images:,Thermo Fisher Scientific (Japan),FEI,JP,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Fernanda Goyo Tamanaka, Lucas F. Buzuti, CARLOS EDUARDO THOMAZ",2026.0
✅ Identified,Brazil,Impact of Wavelet Pre-processing on Deep Learning Architectures for Renal Cancer Diagnosis,Universidade Federal de Uberlândia; Universidade Federal de Viçosa,Universidade Federal de Uberlândia (UFU); Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Vinícius Meireles Pereira Santos, Ana Cláudia Patrocínio, Pedro Moisés de Sousa",2026.0
✅ Identified,Brazil,Automated Analysis of Packaging Seal Failures Using Computer Vision Techniques,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ana Clara Fraga Osias, Ian Otoni, Thiago L. Gomes, Michel M. Silva",2026.0
✅ Identified,Brazil,SARS-CoV-2 Detection in Genosensor Images via Deep Learning and Data Augmentation,Hospital Universitário da Universidade de São Paulo; Universidade Estadual Paulista (Unesp),Universidade Estadual Paulista (Unesp); Universidade de São Paulo (USP),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ana Beatriz S. Zerati, Luan B. Guerra, Osvaldo N. Oliveira Jr, Lucas C. Ribas",2026.0
✅ Identified,Brazil,Assessing Deep Hybrid Representations for Colorectal Polyp Classification in Histopathology Images,Universidade Estadual Paulista (Unesp),Universidade Estadual Paulista (Unesp),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luan B. Guerra, Ana Beatriz S. Zerati, Ana Catarina M. Vicentim, Lucas C. Ribas",2026.0
✅ Identified,"Brazil, United States",Enhanced Engine Vibration by Computer Vision Methods for Predictive Maintenance,Instituto Federal do Espírito Santo; International Foundation for Electoral Systems,Instituto Federal do Espírito Santo (IFES),BR; US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Loureni Monteiro Coutinho, Leonardo de Assis Silva, Fabricio Bortolini de Sá",2026.0
✅ Identified,Brazil,Generalization in Deepfake Detection:,Centre for Research and Development in Telecommunications (Brazil); Pontifícia Universidade Católica de Campinas,Centro de Pesquisa e Desenvolvimento em Telecomunicações (CPQD); Pontifícia Universidade Católica de Campinas (PUC-Campinas),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Nathalia Farinha Rodrigues, Ademar Takeo Akabane, Vinicius Carbonezi de Souza, Luiz Antonio Buschetto Macarini",2026.0
✅ Identified,Brazil,Automated Segmentation of the Spinal Column in MRI Volumes Using Deep Learning,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Renan Silva de Carvalho, Leandro Henrique Furtado Pinto Silva, João Fernando Mari",2026.0
✅ Identified,Brazil,KLT Revisited: Spatio-Temporal Affine Regression for Feature Tracking,Universidade Federal de Goiás,Universidade Federal de Goiás (UFG),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Nigel Joseph Bandeira Dias, Gustavo Teodoro Laureano, Ronaldo Martins da Costa",2026.0
✅ Identified,Brazil,Two-Stage Fine-Tuning of Object Detectors for Industrial Environments,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Gabriel Gonçalves Moreira, Ian Otoni, Michel M. Silva, Thiago L. Gomes",2026.0
✅ Identified,Brazil,Comparison of Low-Cost 3D Reconstruction Techniques for Change Detection in Indoor Environments,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Walter Bueno de Brito Neto, Michel M. Silva, Thiago L. Gomes",2026.0
✅ Identified,Brazil,Deep Learning-Based Brain Tumor Classification in MRI with External Validation Across Multiple Datasets,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Filipe Ferreira Viana, Leandro Henrique Furtado Pinto Silva, João Fernando Mari",2026.0
✅ Identified,Brazil,Semantic Segmentation of Coffee Regions From Satellite Images Using Deep Learning,Instituto Federal do Sul de Minas; Universidade Federal de São Carlos,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas (IFSULDEMINAS); Universidade Federal de São Carlos (UFSCar)",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"João Alberto de Souza Ribeiro, Vitor Augusto Negrão de Assis, Lais Bueno Palos, Jorge Otávio de Souza Nogueira, Jhonathas Emiliano Candido, André Ricardo Backes",2026.0
✅ Identified,Brazil,HEVA: Integrating ViT and ResNet50 with ABCD Clinical Features for Skin Cancer Diagnosis,Centre for Research and Development in Telecommunications (Brazil); Pontifícia Universidade Católica de Campinas,Centro de Pesquisa e Desenvolvimento em Telecomunicações (CPQD); Pontifícia Universidade Católica de Campinas (PUC-Campinas),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Antônio Marcio Crepaldi Junior, Bianca Aparecida Andrade, Ademar Takeo Akabane",2026.0
✅ Identified,Brazil,Evaluating Preprocessing and Data Augmentation for Soybean Leaf Pest Classification with Deep Learning,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ana Raquel Tinoco Vaz Martins Borges, Larissa Ferreira Rodrigues Moreira, Leandro Henrique Furtado Pinto Silva, João Fernando Mari",2026.0
✅ Identified,Brazil,Federated Semantic Segmentation of Synthetic UAV Imagery under Non-IID Conditions,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Victor Gonçalves Vieira, Emanuel Teixeira Martins, Juliana Quintiliano Ferreira, Thiago Luange Gomes, Michel Melo Silva, Rodrigo Moreira, Larissa Ferreira Rodrigues Moreira",2026.0
